High Demand (New Haven),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Demand (Fresno),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Demand (Atlanta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Demand (Miami),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gas Truck,,,,,,,,,,,,,,,,,,,,,,,,,Liquid Truck,,,,,,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,Gas Truck,,,,,,,,,,,,,,,,,,,,,,,,,Liquid Truck,,,,,,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,Gas Truck,,,,,,,,,,,,,,,,,,,,,,,,,Liquid Truck,,,,,,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,Gas Truck,,,,,,,,,,,,,,,,,,,,,,,,,Liquid Truck,,,,,,,,,,,,,,,,,,,,,,,,,Pipelines,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Cost,Utilization,Fuel Price,Gas Leak,Trans Length,Gas Station Leak,Gas Trans Leak,Stations,Fuel Economy,Cab Cost,Liquid CC,Com CC,Station CC,Pipeline CC,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electtricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquid Capital Cost,Commpressor Liquid Cost,Station Capital Cost,Pipeline Capital Cost,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leage,Stations,Fuel Economy,Cab Cost,Liquiefaction Cap Cost,Compressor Capital Cost,Station Capital Cost,Pipeline Capital Cost,Transmission length,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Total Cost,Transmission GHG Cost,Distribution GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Fuel Price,Gas Leak,Trans Length,Gas Station Leak,Gas Trans Leak,Stations,Fuel Economy,Cab Cost,Liquid CC,Com CC,Station CC,Pipeline CC,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electtricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquid Capital Cost,Commpressor Liquid Cost,Station Capital Cost,Pipeline Capital Cost,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leage,Stations,Fuel Economy,Cab Cost,Liquiefaction Cap Cost,Compressor Capital Cost,Station Capital Cost,Pipeline Capital Cost,Transmission length,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Total Cost,Transmission GHG Cost,Distribution GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Fuel Price,Gas Leak,Trans Length,Gas Station Leak,Gas Trans Leak,Stations,Fuel Economy,Cab Cost,Liquid CC,Com CC,Station CC,Pipeline CC,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electtricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquid Capital Cost,Commpressor Liquid Cost,Station Capital Cost,Pipeline Capital Cost,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leage,Stations,Fuel Economy,Cab Cost,Liquiefaction Cap Cost,Compressor Capital Cost,Station Capital Cost,Pipeline Capital Cost,Transmission length,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Total Cost,Transmission GHG Cost,Distribution GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Fuel Price,Gas Leak,Trans Length,Gas Station Leak,Gas Trans Leak,Stations,Fuel Economy,Cab Cost,Liquid CC,Com CC,Station CC,Pipeline CC,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electtricity Cost,Utilization,Fuel Price,Liquid Leakage,Transmission Length,Liquid Station Leakage,Liquid Transmission Leakge,Stations,Fuel Economy,Cab Cost,Liquid Capital Cost,Commpressor Liquid Cost,Station Capital Cost,Pipeline Capital Cost,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Delivery Cost,Station Cost,Total Cost,Delivery GHG Cost,Station GHG Cost,Total GHG Cost,,Electricity Cost,Utilization,Pipe Leakage,Pipe Station Leakage,Pipe Trans Leage,Stations,Fuel Economy,Cab Cost,Liquiefaction Cap Cost,Compressor Capital Cost,Station Capital Cost,Pipeline Capital Cost,Transmission length,Hydrogen Fuel's CI,Electricity's CI,Liquefaction Efficiency,Compression Efficiency,Transmission Cost,Distribution Cost,Station Cost,Total Cost,Transmission GHG Cost,Distribution GHG Cost,Station GHG Cost,Total GHG Cost
0,76,9,0,100,0,0,36,11,382575,1,1,1,1,6369,279,1,1,2,1,2,1087,501,1588,,0,76,9,0,100,0,0,36,11,382575,1,1,1,1,6369,279,1,1,3,0,3,2900,151,3051,,0,76,0,0,0,36,11,382575,1,1,1,1,100,6369,279,1,1,1,1,1,3,153,95,1377,1625,,0,81,14,0,100,0,0,33,11,270504,1,1,1,1,2205,345,1,1,2,1,3,1223,621,1843,,0,81,14,0,100,0,0,33,11,270504,1,1,1,1,2205,345,1,1,4,0,5,3571,187,3758,,0,81,0,0,0,33,11,270504,1,1,1,1,100,2205,345,1,1,1,1,1,3,230,52,1706,1988,,0,78,11,0,100,0,0,417,9,226540,1,1,1,1,4287,512,1,1,2,1,3,1892,920,2812,,0,78,11,0,100,0,0,417,9,226540,1,1,1,1,4287,512,1,1,3,0,3,5308,277,5585,,0,78,0,0,0,417,9,226540,1,1,1,1,100,4287,512,1,1,0,2,1,2,251,674,2529,3454,,0,76,9,0,100,0,0,407,11,382575,1,1,1,1,6369,279,1,1,2,1,2,1113,501,1614,,0,76,9,0,100,0,0,407,11,382575,1,1,1,1,6369,279,1,1,2,0,3,2904,151,3055,,0,76,0,0,0,407,11,382575,1,1,1,1,100,6369,279,1,1,0,1,1,2,153,353,1377,1884
0,78,9,0,100,0,0,34,10,246001,1,1,1,1,3121,501,1,1,2,1,2,1785,900,2685,,0,78,9,0,100,0,0,34,10,246001,1,1,1,1,3121,501,1,1,3,0,3,5181,271,5452,,0,78,0,0,0,34,10,246001,1,1,1,1,100,3121,501,1,1,1,1,1,3,298,126,2473,2897,,0,76,9,0,100,0,0,35,9,282631,1,1,1,1,3076,416,1,1,2,1,3,1499,748,2247,,0,76,9,0,100,0,0,35,9,282631,1,1,1,1,3076,416,1,1,3,0,4,4309,225,4535,,0,76,0,0,0,35,9,282631,1,1,1,1,100,3076,416,1,1,1,1,1,3,268,63,2056,2387,,0,87,13,0,100,0,0,373,11,364316,1,1,1,1,5599,259,1,1,2,1,3,1044,465,1509,,0,87,13,0,100,0,0,373,11,364316,1,1,1,1,5599,259,1,1,3,0,3,2696,140,2836,,0,87,0,0,0,373,11,364316,1,1,1,1,100,5599,259,1,1,0,1,1,2,130,338,1277,1745,,0,78,9,0,100,0,0,394,10,246001,1,1,1,1,3121,501,1,1,2,1,2,1799,900,2699,,0,78,9,0,100,0,0,394,10,246001,1,1,1,1,3121,501,1,1,3,0,3,5183,271,5455,,0,78,0,0,0,394,10,246001,1,1,1,1,100,3121,501,1,1,0,1,1,2,290,682,2473,3445
0,73,9,0,100,0,0,37,9,387011,1,1,1,1,6792,544,1,1,2,0,2,2041,978,3019,,0,73,9,0,100,0,0,37,9,387011,1,1,1,1,6792,544,1,1,2,0,3,5646,295,5940,,0,73,0,0,0,37,9,387011,1,1,1,1,100,6792,544,1,1,1,1,1,2,274,168,2687,3130,,0,87,8,0,100,0,0,31,10,308424,1,1,1,1,3497,377,1,1,2,0,2,1365,678,2043,,0,87,8,0,100,0,0,31,10,308424,1,1,1,1,3497,377,1,1,2,0,3,3905,204,4109,,0,87,0,0,0,31,10,308424,1,1,1,1,100,3497,377,1,1,1,1,0,2,270,91,1863,2224,,0,80,8,0,100,0,0,407,11,247718,1,1,1,1,5144,461,1,1,2,0,2,1719,828,2547,,0,80,8,0,100,0,0,407,11,247718,1,1,1,1,5144,461,1,1,2,0,2,4778,249,5028,,0,80,0,0,0,407,11,247718,1,1,1,1,100,5144,461,1,1,0,1,1,2,277,706,2275,3258,,0,73,9,0,100,0,0,422,9,387011,1,1,1,1,6792,544,1,1,2,0,2,2076,978,3054,,0,73,9,0,100,0,0,422,9,387011,1,1,1,1,6792,544,1,1,2,0,2,5651,295,5946,,0,73,0,0,0,422,9,387011,1,1,1,1,100,6792,544,1,1,0,1,1,2,276,629,2687,3592
0,87,10,0,100,0,0,31,10,352603,1,1,1,1,6977,484,1,1,2,1,3,1809,869,2678,,0,87,10,0,100,0,0,31,10,352603,1,1,1,1,6977,484,1,1,3,0,4,5018,262,5279,,0,87,0,0,0,31,10,352603,1,1,1,1,100,6977,484,1,1,1,1,1,3,262,110,2389,2761,,0,74,8,0,100,0,0,36,11,230431,1,1,1,1,3404,221,1,1,2,1,3,823,397,1220,,0,74,8,0,100,0,0,36,11,230431,1,1,1,1,3404,221,1,1,4,0,4,2291,120,2411,,0,74,0,0,0,36,11,230431,1,1,1,1,100,3404,221,1,1,1,1,1,3,136,34,1091,1261,,0,70,13,0,100,0,0,463,9,391517,1,1,1,1,5191,552,1,1,2,1,3,2068,992,3060,,0,70,13,0,100,0,0,463,9,391517,1,1,1,1,5191,552,1,1,3,0,3,5729,299,6028,,0,70,0,0,0,463,9,391517,1,1,1,1,100,5191,552,1,1,0,2,1,3,390,1046,2727,4163,,0,87,10,0,100,0,0,356,10,352603,1,1,1,1,6977,484,1,1,2,1,3,1839,869,2708,,0,87,10,0,100,0,0,356,10,352603,1,1,1,1,6977,484,1,1,3,0,3,5022,262,5284,,0,87,0,0,0,356,10,352603,1,1,1,1,100,6977,484,1,1,0,1,1,2,255,596,2389,3240
0,88,11,0,100,0,0,31,10,377190,1,1,1,1,5779,218,1,1,2,1,3,885,392,1277,,0,88,11,0,100,0,0,31,10,377190,1,1,1,1,5779,218,1,1,4,0,4,2276,118,2394,,0,88,0,0,0,31,10,377190,1,1,1,1,100,5779,218,1,1,1,1,1,3,118,50,1078,1246,,0,75,7,0,100,0,0,36,11,277986,1,1,1,1,2352,458,1,1,2,1,2,1609,823,2432,,0,75,7,0,100,0,0,36,11,277986,1,1,1,1,2352,458,1,1,3,0,3,4734,248,4982,,0,75,0,0,0,36,11,277986,1,1,1,1,100,2352,458,1,1,1,1,1,2,232,82,2262,2576,,0,72,13,0,100,0,0,456,9,227588,1,1,1,1,6565,338,1,1,2,1,3,1389,608,1997,,0,72,13,0,100,0,0,456,9,227588,1,1,1,1,6565,338,1,1,2,0,2,3528,183,3712,,0,72,0,0,0,456,9,227588,1,1,1,1,100,6565,338,1,1,0,1,1,2,212,566,1670,2447,,0,88,11,0,100,0,0,350,10,377190,1,1,1,1,5779,218,1,1,2,1,3,911,392,1303,,0,88,11,0,100,0,0,350,10,377190,1,1,1,1,5779,218,1,1,3,0,4,2281,118,2399,,0,88,0,0,0,350,10,377190,1,1,1,1,100,5779,218,1,1,0,1,1,2,112,269,1078,1459
0,78,11,0,100,0,0,34,8,229572,1,1,1,1,3880,212,1,1,2,1,2,836,381,1217,,0,78,11,0,100,0,0,34,8,229572,1,1,1,1,3880,212,1,1,3,0,3,2207,115,2322,,0,78,0,0,0,34,8,229572,1,1,1,1,100,3880,212,1,1,1,1,1,3,117,51,1047,1215,,0,88,9,0,100,0,0,31,10,349185,1,1,1,1,2457,408,1,1,2,1,2,1445,733,2178,,0,88,9,0,100,0,0,31,10,349185,1,1,1,1,2457,408,1,1,3,0,3,4220,221,4441,,0,88,0,0,0,31,10,349185,1,1,1,1,100,2457,408,1,1,1,1,1,2,236,81,2015,2332,,0,83,10,0,100,0,0,392,11,289379,1,1,1,1,5669,510,1,1,2,0,3,1904,916,2820,,0,83,10,0,100,0,0,392,11,289379,1,1,1,1,5669,510,1,1,4,0,4,5290,276,5566,,0,83,0,0,0,392,11,289379,1,1,1,1,100,5669,510,1,1,0,2,1,3,334,919,2519,3772,,0,78,11,0,100,0,0,394,8,229572,1,1,1,1,3880,212,1,1,2,1,3,858,381,1239,,0,78,11,0,100,0,0,394,8,229572,1,1,1,1,3880,212,1,1,2,0,3,2210,115,2325,,0,78,0,0,0,394,8,229572,1,1,1,1,100,3880,212,1,1,0,1,1,2,114,271,1047,1432
0,73,13,0,100,0,0,37,10,266942,1,1,1,1,4766,281,1,1,2,1,2,1070,505,1576,,0,73,13,0,100,0,0,37,10,266942,1,1,1,1,4766,281,1,1,3,0,3,2921,152,3073,,0,73,0,0,0,37,10,266942,1,1,1,1,100,4766,281,1,1,1,1,1,3,148,92,1389,1629,,0,73,7,0,100,0,0,37,11,339894,1,1,1,1,4503,537,1,1,2,1,2,1923,964,2887,,0,73,7,0,100,0,0,37,11,339894,1,1,1,1,4503,537,1,1,3,0,3,5553,291,5844,,0,73,0,0,0,37,11,339894,1,1,1,1,100,4503,537,1,1,1,1,1,2,360,128,2650,3138,,0,83,10,0,100,0,0,395,9,303418,1,1,1,1,2135,209,1,1,2,0,3,790,376,1165,,0,83,10,0,100,0,0,395,9,303418,1,1,1,1,2135,209,1,1,4,0,4,2170,113,2283,,0,83,0,0,0,395,9,303418,1,1,1,1,100,2135,209,1,1,0,2,1,3,118,318,1032,1468,,0,73,13,0,100,0,0,426,10,266942,1,1,1,1,4766,281,1,1,2,1,2,1091,505,1597,,0,73,13,0,100,0,0,426,10,266942,1,1,1,1,4766,281,1,1,2,0,3,2925,152,3077,,0,73,0,0,0,426,10,266942,1,1,1,1,100,4766,281,1,1,0,1,1,2,149,342,1389,1880
0,88,13,0,100,0,0,31,11,202167,1,1,1,1,3500,490,1,1,2,0,2,1747,879,2626,,0,88,13,0,100,0,0,31,11,202167,1,1,1,1,3500,490,1,1,2,0,3,5063,265,5328,,0,88,0,0,0,31,11,202167,1,1,1,1,100,3500,490,1,1,1,1,1,2,352,145,2417,2914,,0,76,13,0,100,0,0,35,9,386025,1,1,1,1,3579,500,1,1,2,0,2,1796,899,2694,,0,76,13,0,100,0,0,35,9,386025,1,1,1,1,3579,500,1,1,2,0,2,5177,271,5447,,0,76,0,0,0,35,9,386025,1,1,1,1,100,3579,500,1,1,1,1,1,2,279,143,2470,2892,,0,72,13,0,100,0,0,454,8,294096,1,1,1,1,3540,495,1,1,2,1,3,1826,889,2715,,0,72,13,0,100,0,0,454,8,294096,1,1,1,1,3540,495,1,1,3,0,3,5129,268,5397,,0,72,0,0,0,454,8,294096,1,1,1,1,100,3540,495,1,1,0,2,1,3,252,676,2444,3371,,0,88,13,0,100,0,0,352,11,202167,1,1,1,1,3500,490,1,1,2,0,2,1761,879,2640,,0,88,13,0,100,0,0,352,11,202167,1,1,1,1,3500,490,1,1,2,0,2,5066,265,5331,,0,88,0,0,0,352,11,202167,1,1,1,1,100,3500,490,1,1,0,1,1,2,342,793,2417,3552
0,86,12,0,100,0,0,31,8,340607,1,1,1,1,2697,312,1,1,2,1,2,1141,561,1702,,0,86,12,0,100,0,0,31,8,340607,1,1,1,1,2697,312,1,1,2,0,3,3233,169,3402,,0,86,0,0,0,31,8,340607,1,1,1,1,100,2697,312,1,1,1,1,1,3,202,84,1541,1828,,0,71,14,0,100,0,0,38,10,375362,1,1,1,1,6940,261,1,1,2,1,2,1050,469,1518,,0,71,14,0,100,0,0,38,10,375362,1,1,1,1,6940,261,1,1,3,0,3,2719,141,2860,,0,71,0,0,0,38,10,375362,1,1,1,1,100,6940,261,1,1,1,1,1,2,145,51,1289,1485,,0,89,9,0,100,0,0,367,9,257984,1,1,1,1,4818,287,1,1,2,1,3,1147,515,1662,,0,89,9,0,100,0,0,367,9,257984,1,1,1,1,4818,287,1,1,4,0,4,2985,155,3140,,0,89,0,0,0,367,9,257984,1,1,1,1,100,4818,287,1,1,0,2,1,3,164,439,1415,2018,,0,86,12,0,100,0,0,358,8,340607,1,1,1,1,2697,312,1,1,2,1,3,1155,561,1716,,0,86,12,0,100,0,0,358,8,340607,1,1,1,1,2697,312,1,1,2,0,2,3235,169,3404,,0,86,0,0,0,358,8,340607,1,1,1,1,100,2697,312,1,1,0,1,1,2,197,459,1541,2197
0,75,15,0,100,0,0,36,11,292712,1,1,1,1,4618,334,1,1,2,1,3,1239,601,1840,,0,75,15,0,100,0,0,36,11,292712,1,1,1,1,4618,334,1,1,4,0,5,3466,181,3647,,0,75,0,0,0,36,11,292712,1,1,1,1,100,4618,334,1,1,1,1,1,3,206,63,1651,1920,,0,76,9,0,100,0,0,35,10,335152,1,1,1,1,2970,535,1,1,2,0,2,1892,960,2852,,0,76,9,0,100,0,0,35,10,335152,1,1,1,1,2970,535,1,1,3,0,4,5526,289,5815,,0,76,0,0,0,35,10,335152,1,1,1,1,100,2970,535,1,1,1,1,1,2,373,90,2639,3102,,0,85,12,0,100,0,0,382,10,213932,1,1,1,1,6294,234,1,1,2,0,3,991,421,1412,,0,85,12,0,100,0,0,382,10,213932,1,1,1,1,6294,234,1,1,3,0,3,2451,127,2578,,0,85,0,0,0,382,10,213932,1,1,1,1,100,6294,234,1,1,0,2,1,2,120,325,1158,1602,,0,75,15,0,100,0,0,414,11,292712,1,1,1,1,4618,334,1,1,2,1,3,1258,601,1858,,0,75,15,0,100,0,0,414,11,292712,1,1,1,1,4618,334,1,1,4,0,4,3469,181,3651,,0,75,0,0,0,414,11,292712,1,1,1,1,100,4618,334,1,1,0,1,1,2,195,479,1651,2325
0,79,11,0,100,0,0,34,10,218654,1,1,1,1,4532,445,1,1,2,1,2,1623,799,2422,,0,79,11,0,100,0,0,34,10,218654,1,1,1,1,4532,445,1,1,3,0,3,4606,241,4847,,0,79,0,0,0,34,10,218654,1,1,1,1,100,4532,445,1,1,1,1,1,3,234,140,2196,2570,,0,85,8,0,100,0,0,32,11,351737,1,1,1,1,6422,534,1,1,2,1,2,1949,958,2908,,0,85,8,0,100,0,0,32,11,351737,1,1,1,1,6422,534,1,1,3,0,4,5526,289,5814,,0,85,0,0,0,32,11,351737,1,1,1,1,100,6422,534,1,1,1,1,1,2,358,121,2634,3113,,0,72,13,0,100,0,0,455,10,285196,1,1,1,1,5477,489,1,1,2,1,3,1833,879,2711,,0,72,13,0,100,0,0,455,10,285196,1,1,1,1,5477,489,1,1,3,0,4,5073,265,5338,,0,72,0,0,0,455,10,285196,1,1,1,1,100,5477,489,1,1,0,2,1,3,230,631,2415,3276,,0,79,11,0,100,0,0,394,10,218654,1,1,1,1,4532,445,1,1,2,1,2,1643,799,2442,,0,79,11,0,100,0,0,394,10,218654,1,1,1,1,4532,445,1,1,2,0,3,4609,241,4850,,0,79,0,0,0,394,10,218654,1,1,1,1,100,4532,445,1,1,0,1,1,2,235,530,2196,2961
0,87,9,0,100,0,0,31,8,311231,1,1,1,1,6757,586,1,1,2,0,2,2190,1052,3241,,0,87,9,0,100,0,0,31,8,311231,1,1,1,1,6757,586,1,1,3,0,3,6073,317,6390,,0,87,0,0,0,31,8,311231,1,1,1,1,100,6757,586,1,1,1,1,1,3,392,163,2891,3446,,0,90,10,0,100,0,0,30,11,328464,1,1,1,1,6327,268,1,1,2,0,2,1040,482,1522,,0,90,10,0,100,0,0,30,11,328464,1,1,1,1,6327,268,1,1,3,0,4,2789,145,2934,,0,90,0,0,0,30,11,328464,1,1,1,1,100,6327,268,1,1,1,1,1,2,184,40,1325,1549,,0,78,14,0,100,0,0,417,10,319847,1,1,1,1,4042,427,1,1,2,1,3,1587,767,2354,,0,78,14,0,100,0,0,417,10,319847,1,1,1,1,4042,427,1,1,3,0,3,4426,231,4657,,0,78,0,0,0,417,10,319847,1,1,1,1,100,4042,427,1,1,0,2,1,3,276,756,2108,3140,,0,87,9,0,100,0,0,357,8,311231,1,1,1,1,6757,586,1,1,2,0,2,2226,1052,3278,,0,87,9,0,100,0,0,357,8,311231,1,1,1,1,6757,586,1,1,2,0,3,6079,317,6396,,0,87,0,0,0,357,8,311231,1,1,1,1,100,6757,586,1,1,0,1,1,2,381,889,2891,4161
0,71,10,0,100,0,0,38,10,273314,1,1,1,1,6022,225,1,1,2,1,2,909,403,1313,,0,71,10,0,100,0,0,38,10,273314,1,1,1,1,6022,225,1,1,2,0,3,2340,122,2462,,0,71,0,0,0,38,10,273314,1,1,1,1,100,6022,225,1,1,1,1,1,3,119,77,1108,1305,,0,78,13,0,100,0,0,34,10,338123,1,1,1,1,4244,368,1,1,2,0,2,1349,662,2011,,0,78,13,0,100,0,0,34,10,338123,1,1,1,1,4244,368,1,1,3,0,3,3816,199,4016,,0,78,0,0,0,34,10,338123,1,1,1,1,100,4244,368,1,1,1,1,1,2,238,80,1819,2137,,0,84,11,0,100,0,0,386,10,205718,1,1,1,1,2633,496,1,1,2,1,3,1777,892,2669,,0,84,11,0,100,0,0,386,10,205718,1,1,1,1,2633,496,1,1,3,0,3,5136,269,5404,,0,84,0,0,0,386,10,205718,1,1,1,1,100,2633,496,1,1,0,2,1,3,277,756,2451,3484,,0,71,10,0,100,0,0,434,10,273314,1,1,1,1,6022,225,1,1,2,1,2,936,403,1340,,0,71,10,0,100,0,0,434,10,273314,1,1,1,1,6022,225,1,1,2,0,2,2344,122,2466,,0,71,0,0,0,434,10,273314,1,1,1,1,100,6022,225,1,1,0,1,1,2,120,281,1108,1509
0,87,7,0,100,0,0,31,11,396065,1,1,1,1,3081,409,1,1,2,1,2,1458,734,2192,,0,87,7,0,100,0,0,31,11,396065,1,1,1,1,3081,409,1,1,2,0,3,4228,221,4449,,0,87,0,0,0,31,11,396065,1,1,1,1,100,3081,409,1,1,1,1,1,2,259,156,2018,2433,,0,89,12,0,100,0,0,30,11,376176,1,1,1,1,6736,486,1,1,2,1,3,1796,874,2670,,0,89,12,0,100,0,0,30,11,376176,1,1,1,1,6736,486,1,1,3,0,3,5041,263,5304,,0,89,0,0,0,30,11,376176,1,1,1,1,100,6736,486,1,1,1,1,1,2,352,77,2401,2831,,0,78,10,0,100,0,0,418,11,286121,1,1,1,1,2409,448,1,1,2,1,2,1595,804,2399,,0,78,10,0,100,0,0,418,11,286121,1,1,1,1,2409,448,1,1,2,0,2,4629,242,4871,,0,78,0,0,0,418,11,286121,1,1,1,1,100,2409,448,1,1,0,1,1,2,242,634,2210,3086,,0,87,7,0,100,0,0,354,11,396065,1,1,1,1,3081,409,1,1,2,1,2,1470,734,2204,,0,87,7,0,100,0,0,354,11,396065,1,1,1,1,3081,409,1,1,2,0,2,4230,221,4451,,0,87,0,0,0,354,11,396065,1,1,1,1,100,3081,409,1,1,0,1,1,2,260,589,2018,2867
0,71,14,0,100,0,0,38,11,294197,1,1,1,1,4715,364,1,1,2,1,3,1342,654,1996,,0,71,14,0,100,0,0,38,11,294197,1,1,1,1,4715,364,1,1,4,0,5,3775,197,3972,,0,71,0,0,0,38,11,294197,1,1,1,1,100,4715,364,1,1,1,1,1,3,188,82,1799,2069,,0,72,14,0,100,0,0,37,10,371006,1,1,1,1,2253,247,1,1,2,1,2,891,444,1336,,0,72,14,0,100,0,0,37,10,371006,1,1,1,1,2253,247,1,1,3,0,3,2560,134,2694,,0,72,0,0,0,37,10,371006,1,1,1,1,100,2253,247,1,1,1,1,1,2,154,55,1221,1430,,0,82,14,0,100,0,0,400,9,332601,1,1,1,1,3484,306,1,1,2,1,3,1164,549,1713,,0,82,14,0,100,0,0,400,9,332601,1,1,1,1,3484,306,1,1,2,0,3,3175,166,3341,,0,82,0,0,0,400,9,332601,1,1,1,1,100,3484,306,1,1,0,1,1,2,176,447,1510,2133,,0,71,14,0,100,0,0,433,11,294197,1,1,1,1,4715,364,1,1,2,1,3,1361,654,2015,,0,71,14,0,100,0,0,433,11,294197,1,1,1,1,4715,364,1,1,4,0,4,3778,197,3975,,0,71,0,0,0,433,11,294197,1,1,1,1,100,4715,364,1,1,0,1,1,2,179,436,1799,2413
0,89,11,0,100,0,0,30,8,204502,1,1,1,1,4533,303,1,1,2,0,2,1162,545,1706,,0,89,11,0,100,0,0,30,8,204502,1,1,1,1,4533,303,1,1,3,0,3,3149,164,3313,,0,89,0,0,0,30,8,204502,1,1,1,1,100,4533,303,1,1,1,1,1,2,171,69,1497,1737,,0,89,12,0,100,0,0,30,11,357453,1,1,1,1,3809,406,1,1,2,1,2,1463,730,2194,,0,89,12,0,100,0,0,30,11,357453,1,1,1,1,3809,406,1,1,3,0,4,4206,220,4426,,0,89,0,0,0,30,11,357453,1,1,1,1,100,3809,406,1,1,1,1,1,2,215,69,2007,2291,,0,79,8,0,100,0,0,412,11,380977,1,1,1,1,6671,555,1,1,2,1,3,2078,997,3074,,0,79,8,0,100,0,0,412,11,380977,1,1,1,1,6671,555,1,1,3,0,3,5754,300,6055,,0,79,0,0,0,412,11,380977,1,1,1,1,100,6671,555,1,1,0,2,1,3,289,793,2739,3821,,0,89,11,0,100,0,0,347,8,204502,1,1,1,1,4533,303,1,1,2,0,2,1186,545,1730,,0,89,11,0,100,0,0,347,8,204502,1,1,1,1,4533,303,1,1,2,0,2,3153,164,3317,,0,89,0,0,0,347,8,204502,1,1,1,1,100,4533,303,1,1,0,1,1,2,171,383,1497,2052
